instance_id,algorithm,seed,reported_cost,eval_distance,eval_num_routes,eval_penalty,eval_penalized_cost,reported_minus_eval,feasible_capacity,feasible_coverage,feasible_fleet,lower_bound_vehicles,vehicles_allowed,runtime_seconds,converged_iteration
instance_n50,Ant Colony (MMAS),4,2170666.5576171875,170666.5576171875,10,2000000.0,2170666.5576171875,0.0,True,True,False,10,8,2.0288236141204834,95
instance_n50,Ant Colony (MMAS),5,2162365.537109375,162365.537109375,10,2000000.0,2162365.537109375,0.0,True,True,False,10,8,2.0512566566467285,73
instance_n50,Ant Colony (MMAS),6,2162006.2880859375,162006.2880859375,10,2000000.0,2162006.2880859375,0.0,True,True,False,10,8,2.0401999950408936,80
instance_n50,Ant Colony (MMAS),7,2188065.6865234375,188065.6865234375,10,2000000.0,2188065.6865234375,0.0,True,True,False,10,8,1.8946630954742432,85
instance_n50,Ant Colony (MMAS),8,2168332.5791015625,168332.5791015625,10,2000000.0,2168332.5791015625,0.0,True,True,False,10,8,1.9754087924957275,94
instance_n50,Ant Colony (MMAS),9,2164726.6826171875,164726.6826171875,10,2000000.0,2164726.6826171875,0.0,True,True,False,10,8,2.0218474864959717,87
instance_n50,Ant Colony (MMAS),10,2178888.5,178888.5,10,2000000.0,2178888.5,0.0,True,True,False,10,8,2.171414375305176,91
instance_n50,QPSO-Optimized,1,2202862.15234375,202862.15234375,10,2000000.0,2202862.15234375,0.0,True,True,False,10,8,2.572122573852539,0
instance_n50,QPSO-Optimized,2,2202862.15234375,202862.15234375,10,2000000.0,2202862.15234375,0.0,True,True,False,10,8,2.3693249225616455,0
instance_n50,QPSO-Optimized,3,2202862.15234375,202862.15234375,10,2000000.0,2202862.15234375,0.0,True,True,False,10,8,2.5641331672668457,0
instance_n50,QPSO-Optimized,4,2202862.15234375,202862.15234375,10,2000000.0,2202862.15234375,0.0,True,True,False,10,8,2.2561635971069336,0
instance_n50,QPSO-Optimized,5,2202862.15234375,202862.15234375,10,2000000.0,2202862.15234375,0.0,True,True,False,10,8,2.380117893218994,0
instance_n50,QPSO-Optimized,6,2202862.15234375,202862.15234375,10,2000000.0,2202862.15234375,0.0,True,True,False,10,8,2.2774901390075684,0
instance_n50,QPSO-Optimized,7,2202862.15234375,202862.15234375,10,2000000.0,2202862.15234375,0.0,True,True,False,10,8,2.4020497798919678,0
instance_n50,QPSO-Optimized,8,2202862.15234375,202862.15234375,10,2000000.0,2202862.15234375,0.0,True,True,False,10,8,2.4452545642852783,0
instance_n50,QPSO-Optimized,9,2202862.15234375,202862.15234375,10,2000000.0,2202862.15234375,0.0,True,True,False,10,8,2.5377414226531982,0
instance_n50,QPSO-Optimized,10,2202862.15234375,202862.15234375,10,2000000.0,2202862.15234375,0.0,True,True,False,10,8,2.459151268005371,0
instance_n100,Nearest Neighbor,1,2266701.8979492188,266701.89794921875,17,2000000.0,2266701.8979492188,0.0,True,True,False,17,15,0.0011813640594482422,0
instance_n100,Nearest Neighbor,2,2266701.8979492188,266701.89794921875,17,2000000.0,2266701.8979492188,0.0,True,True,False,17,15,0.001436471939086914,0
instance_n100,Nearest Neighbor,3,2266701.8979492188,266701.89794921875,17,2000000.0,2266701.8979492188,0.0,True,True,False,17,15,0.001255035400390625,0
instance_n100,Nearest Neighbor,4,2266701.8979492188,266701.89794921875,17,2000000.0,2266701.8979492188,0.0,True,True,False,17,15,0.0011849403381347656,0
instance_n100,Nearest Neighbor,5,2266701.8979492188,266701.89794921875,17,2000000.0,2266701.8979492188,0.0,True,True,False,17,15,0.0012090206146240234,0
instance_n100,Nearest Neighbor,6,2266701.8979492188,266701.89794921875,17,2000000.0,2266701.8979492188,0.0,True,True,False,17,15,0.001220703125,0
instance_n100,Nearest Neighbor,7,2266701.8979492188,266701.89794921875,17,2000000.0,2266701.8979492188,0.0,True,True,False,17,15,0.001544952392578125,0
instance_n100,Nearest Neighbor,8,2266701.8979492188,266701.89794921875,17,2000000.0,2266701.8979492188,0.0,True,True,False,17,15,0.0017349720001220703,0
instance_n100,Nearest Neighbor,9,2266701.8979492188,266701.89794921875,17,2000000.0,2266701.8979492188,0.0,True,True,False,17,15,0.0013041496276855469,0
instance_n100,Nearest Neighbor,10,2266701.8979492188,266701.89794921875,17,2000000.0,2266701.8979492188,0.0,True,True,False,17,15,0.0018115043640136719,0
instance_n100,Clarke-Wright,1,3228951.4125976562,228951.41259765625,18,3000000.0,3228951.4125976562,0.0,True,True,False,17,15,0.059156179428100586,0
instance_n100,Clarke-Wright,2,3228951.4125976562,228951.41259765625,18,3000000.0,3228951.4125976562,0.0,True,True,False,17,15,0.03533148765563965,0
instance_n100,Clarke-Wright,3,3228951.4125976562,228951.41259765625,18,3000000.0,3228951.4125976562,0.0,True,True,False,17,15,0.03378105163574219,0
instance_n100,Clarke-Wright,4,3228951.4125976562,228951.41259765625,18,3000000.0,3228951.4125976562,0.0,True,True,False,17,15,0.036862850189208984,0
instance_n100,Clarke-Wright,5,3228951.4125976562,228951.41259765625,18,3000000.0,3228951.4125976562,0.0,True,True,False,17,15,0.03719973564147949,0
